ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,logicId,battleGoalID,searchEye_dist,searchEye_angY,isNoAvoidHugeEnemy,enableWeaponOnOff,targetAILockDmyPoly,pad8,spEffectId_RangedAttack,searchTargetLv1ForgetTime,searchTargetLv2ForgetTime,BackHomeLife_OnHitEneWal,SightTargetForgetTime,idAttackCannotMove,ear_dist,callHelp_ActionAnimId,callHelp_CallActionId,eye_dist,isGuard_Act,pad6,ear_soundcut_dist,nose_dist,maxBackhomeDist,backhomeDist,backhomeBattleDist,nonBattleActLife,BackHome_LookTargetTime,BackHome_LookTargetDist,SoundTargetForgetTime,BattleStartDist,callHelp_MyPeerId,callHelp_CallPeerId,targetSys_DmgEffectRate,TeamAttackEffectivity,eye_angX,eye_angY,disableDark,caravanRole,callHelp_CallValidMinDistTarget,callHelp_CallValidRange,callHelp_ForgetTimeByArrival,callHelp_MinWaitTime,callHelp_MaxWaitTime,goalAction_ToCaution,ear_listenLevel,callHelp_ReplyBehaviorType,disablePathMove,skipArrivalVisibleCheck,thinkAttr_doAdmirer,enableNaviFlg_Edge,enableNaviFlg_LargeSpace,enableNaviFlg_Ladder,enableNaviFlg_Hole,enableNaviFlg_Door,enableNaviFlg_InSideWall,enableNaviFlg_Lava,enableNaviFlg_Edge_Ordinary,enableNaviFlg_reserve1,searchThreshold_Lv0toLv1,searchThreshold_Lv1toLv2,platoonReplyTime,platoonReplyAddRandomTime,searchEye_angX,isUpdateBattleSight,battleEye_updateDist,battleEye_updateAngX,battleEye_updateAngY,unknown_1,unknown_2,unknown_3,unknown_4,eye_BackOffsetDist,eye_BeginDist,actTypeOnFailedPath,goalAction_ToCautionImportant,shiftAnimeId_RangedAttack,actTypeOnNonBtlFailedPath,isBuddyAI,goalAction_ToSearchLv1,goalAction_ToSearchLv2,enableJumpMove,disableLocalSteering,goalAction_ToDisappear,changeStateAction_ToNormal,MemoryTargetForgetTime,rangedAttackId,useFall_onNormalCaution,useFall_onSearchBattle,enableJumpMove_onBattle,backToHomeStuckAct,pad3,soundBehaviorId01,soundBehaviorId02,soundBehaviorId03,soundBehaviorId04,soundBehaviorId05,soundBehaviorId06,soundBehaviorId07,soundBehaviorId08,weaponOffSpecialEffectId,weaponOnSpecialEffectId,weaponOffAnimId,weaponOnAnimId,surpriseAnimId,
21300500,Morgott,1,0,[0|0|0],10000,213005,0,0,0,0,1,0,-1,5,8,0,500,3000,0.1,-1,-1,30,0,1,0,99,9999,9999,9999,1,7,12,3,10,0,0,100,100,90,180,0,0,5,15,0,0,0,0,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,236,16544,16384,0,1,1,0,2,-1,0,0,0,2,0,0,2,0,600,3006,0,2,0,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21300510,,1,0,[0|0|0],10000,213005,0,0,0,0,1,0,-1,5,8,5,8,3000,0.1,-1,-1,30,0,1,0,0,80,50,50,1,7,12,3,10,0,0,100,100,90,180,0,0,5,15,0,0,0,0,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,236,16544,16384,0,1,1,0,2,-1,0,0,0,2,0,0,2,0,2,3006,0,2,0,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22700100,Giant Crab,1,0,[0|0|0],227000,227000,20,20,0,0,0,0,-1,2,2,5,16,3000,0.1,-1,99999999,30,0,0,0,0,85,30,20,1,7,12,3,30,0,0,100,0,60,120,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],5,35,0,0,0,0,0,0,0,0,16544,16384,0,3,3,3,2,-1,0,0,1,2,0,1,2,0,2,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22720100,,0,0,[0|0|0],227000,227000,20,20,0,0,0,0,-1,5,8,5,16,3000,0.1,-1,99999999,30,0,0,0,0,85,30,20,1,7,12,3,30,0,0,100,0,60,120,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],5,35,0,0,0,0,0,0,0,0,16544,16384,0,3,3,3,2,-1,0,0,1,2,0,1,2,0,5,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
22740100,Giant Albinauric Crab (ADDED),0,0,[0|0|0],227000,227000,20,20,0,0,0,0,-1,5,8,5,16,3000,0.1,-1,99999999,30,0,0,0,0,85,30,20,1,7,12,3,30,0,0,100,0,60,120,0,0,5,15,0,0,0,1,128,0,0,0,0,1,1,0,0,0,0,0,0,[0|0|0],5,35,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,-1,0,0,1,2,0,1,2,0,5,-1,0,0,0,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25000040,,1,0,[0|0|0],10000,250000,5,5,0,0,1,0,-1,5,8,5,8,3000,0.1,0,0,30,1,1,0,0,80,50,50,1,7,12,3,20,0,0,100,100,55,180,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,0,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,1,1,0,2,-1,0,0,1,2,1,0,2,0,2,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30000006,Exile Soldier (ADDED),0,0,[0|0|0],300000,300000,0,5,0,1,1,0,-1,2,2,5,8,3000,0.1,0,0,30,0,0,0,0,85,30,12,1,7,12,3,30,0,0,100,35,30,30,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,1,0,-1,0,0,1,0,1,0,0,0,10,3010,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,10179,10178,20010,20011,-1
30000020,Exile Soldier (ADDED),0,0,[0|0|0],300000,300000,0,5,0,1,1,0,-1,2,2,5,8,3000,0.1,0,0,30,0,0,0,0,85,30,12,1,7,12,3,20,0,0,100,35,20,45,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,-1,0,0,1,2,1,0,2,0,10,3010,0,2,1,0,[0|0|0|0],300000,-1,-1,-1,-1,-1,-1,-1,10179,10178,20010,20011,-1
30000025,Exile Soldier (ADDED),0,0,[0|0|0],300000,300000,0,5,0,1,1,0,-1,2,2,5,8,3000,0.1,0,0,30,0,0,0,0,85,30,12,1,7,12,3,20,0,0,100,35,20,45,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,-1,0,0,1,2,1,0,2,0,10,3010,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,10179,10178,20010,20011,-1
30000030,Exile Soldier (ADDED),0,0,[0|0|0],300000,300000,0,5,0,1,1,0,-1,2,2,5,8,3000,0.1,0,0,30,0,0,0,0,85,30,12,1,7,12,3,20,0,0,100,35,30,30,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,2,2,-1,0,0,1,2,1,0,2,0,10,3010,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,10179,10178,20010,20011,-1
30000035,Exile Soldier (ADDED),0,0,[0|0|0],300000,300000,0,5,0,1,1,0,-1,2,2,5,8,3000,0.1,0,0,30,0,0,0,0,85,30,12,1,7,12,3,20,0,0,100,35,30,30,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,2,2,-1,0,0,1,2,1,0,2,0,10,3010,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,10179,10178,20010,20011,-1
30000130,,1,0,[0|0|0],300000,300000,5,5,0,1,1,0,-1,2,2,5,8,3000,0.1,0,0,30,0,1,0,0,80,50,50,1,7,12,3,20,0,0,100,40,25,180,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,1,25,25,30,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,2,-1,0,2,1,1,[0|0|0|0],300000,-1,-1,-1,-1,-1,-1,-1,10179,10178,20010,20011,-1
30000200,Exile Soldier,1,0,[0|0|0],300000,300000,5,5,0,1,1,0,-1,2,2,5,8,3000,0.1,0,0,30,0,0,0,0,85,30,12,1,7,12,3,20,0,0,100,35,25,30,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,1,25,25,30,0,16544,16384,0,3,3,3,2,-1,0,0,1,2,1,0,2,0,10,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,10179,10178,20010,20011,-1
30000210,,1,0,[0|0|0],300000,300000,5,5,0,1,1,0,-1,2,2,5,8,3000,0.1,0,0,30,0,0,0,0,85,30,12,1,7,12,3,20,0,0,100,35,25,30,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,1,25,25,30,0,16544,16384,0,3,3,3,1,-1,0,0,0,0,1,0,0,0,10,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,10179,10178,20010,20011,-1
30003020,Exile Soldier (ADDED),0,0,[0|0|0],300000,300030,0,0,0,0,1,0,-1,2,2,5,8,3000,0.1,0,0,30,0,0,0,0,85,30,12,1,7,12,3,20,0,0,100,35,30,20,1,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,2,2,-1,0,0,1,2,1,0,2,0,10,3012,0,2,1,0,[0|0|0|0],300000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30003025,Exile Soldier (ADDED),0,0,[0|0|0],300000,300030,0,0,0,0,1,0,-1,2,2,5,8,3000,0.1,0,0,30,0,0,0,0,85,30,12,1,7,12,3,20,0,0,100,35,30,20,1,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,2,2,-1,0,0,1,2,1,0,2,0,10,3012,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30003200,Exile Soldier (ADDED),0,0,[0|0|0],300000,300030,0,0,0,0,1,0,-1,2,2,5,8,3000,0.1,0,0,30,0,0,0,0,85,30,12,1,7,12,3,20,0,0,100,35,30,20,1,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,2,2,-1,0,0,1,2,1,0,2,0,10,3012,0,2,1,0,[0|0|0|0],300000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30003300,Exile Soldier (ADDED),0,0,[0|0|0],300000,300030,0,0,0,0,1,0,-1,2,2,5,8,3000,0.1,0,0,30,0,0,0,0,85,30,12,1,7,12,3,20,0,0,100,35,30,20,1,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,2,2,-1,0,0,1,2,1,0,2,0,10,3012,0,2,1,0,[0|0|0|0],300000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30100060,,1,0,[0|0|0],301000,301000,20,10,0,1,1,0,-1,5,8,5,8,3000,0.1,-1,-1,30,1,1,0,0,80,50,50,1,7,12,3,15,0,0,100,100,30,180,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,2,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,10891,10892,20000,20001,-1
30101060,,1,0,[0|0|0],301000,301010,10,10,0,1,1,0,-1,5,8,5,8,3000,0.1,-1,-1,30,0,1,0,0,80,50,50,1,7,12,3,15,0,0,100,100,30,180,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,2,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,10891,10892,20000,20001,-1
30106050,Banished Knight (ADDED),0,0,[0|0|0],301000,301000,20,10,0,1,1,0,-1,5,8,5,8,3000,0.1,-1,-1,30,1,0,0,99,85,30,20,1,7,12,3,15,0,0,100,60,30,30,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,3,2,-1,0,0,1,2,1,0,2,0,5,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,10891,10892,20000,20001,-1
30107050,Banished Knight (ADDED),0,0,[0|0|0],301000,301010,10,10,0,1,1,0,-1,5,8,5,8,3000,0.1,-1,-1,30,0,0,0,99,85,30,20,1,7,12,3,15,0,0,100,60,30,30,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,3,2,-1,0,0,1,2,1,0,2,0,5,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,10891,10892,20000,20001,-1
30108050,Banished Knight (ADDED),0,0,[0|0|0],10000,301020,10,10,0,0,1,0,-1,5,8,5,8,3000,0.1,-1,-1,30,0,0,0,99,85,30,20,1,7,12,3,15,0,0,100,60,30,30,0,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,3,2,-1,0,0,1,2,1,0,2,0,5,-1,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30200020,,1,0,[0|0|0],300000,302000,7,20,0,0,1,0,-1,5,8,5,8,3000,0.1,0,0,30,0,1,0,0,80,50,50,1,7,12,3,15,0,0,100,60,25,180,0,0,0,0,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,1,25,25,25,251,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,2,-1,0,2,1,1,[0|0|0|0],300000,450001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30500000,Battlefield Commander,0,0,[0|0|0],10000,305000,0,0,1,0,1,0,-1,5,8,0,8,3000,0.1,0,0,30,0,1,0,99,9999,9999,9999,1,7,12,3,30,0,0,100,30,30,65,0,0,0,0,0,0,0,0,128,0,0,0,1,1,1,0,0,0,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,2,3,0,2,-1,0,0,0,2,0,0,2,0,5,-1,0,2,0,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30500010,,0,0,[0|0|0],10000,305000,0,0,1,0,1,0,-1,5,8,5,8,3000,0.1,0,0,30,0,1,0,0,80,50,50,1,7,12,3,30,0,0,100,30,30,180,0,0,0,0,0,0,0,0,128,0,0,0,1,1,1,0,0,0,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,16544,16384,0,2,3,0,2,-1,0,0,0,2,0,0,2,0,2,-1,0,2,0,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30500940,Commander (ADDED),0,0,[0|0|0],10000,305000,0,0,1,0,1,0,-1,5,8,0,16,3000,0.1,0,0,30,0,0,0,0,80,30,40,1,7,12,3,30,0,0,100,80,30,65,1,0,0,0,0,0,0,0,128,0,0,0,1,1,1,0,0,0,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,2,3,0,2,-1,0,0,0,2,0,0,2,0,8,-1,0,2,0,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30600020,Giant Skeleton,0,0,[0|0|0],10000,306000,30,180,0,0,1,0,-1,2,2,0,8,3000,0.1,-1,-1,30,0,1,0,200,200,85,20,1,7,12,3,15,0,0,100,70,25,180,1,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,1,25,25,180,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,2,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30600090,Giant Skeleton,0,0,[0|0|0],10000,306000,30,180,0,0,1,0,-1,2,2,0,8,3000,0.1,-1,-1,30,0,1,0,200,85,85,12,1,7,12,3,15,0,0,100,70,25,180,1,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,1,25,25,180,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,2,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30601020,Giant Skeleton,0,0,[0|0|0],10000,306010,30,180,0,0,1,0,-1,2,2,0,8,3000,0.1,-1,-1,30,0,1,0,200,200,85,20,1,7,12,3,15,0,0,100,70,25,180,1,0,5,15,0,0,0,1,128,0,0,0,1,1,1,1,0,1,0,0,0,[0|0|0],5,35,0,2,0,1,25,25,180,0,16544,16384,0,3,3,0,2,-1,0,0,1,2,1,0,2,0,2,-1,0,2,1,1,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30800020,Imp (ADDED),0,0,[0|0|0],10000,308000,20,20,0,0,1,0,-1,5,8,5,8,3000,0.1,-1,-1,30,0,0,0,0,85,30,12,1,7,12,3,30,0,0,100,30,25,60,1,0,5,15,0,0,0,1,128,1,0,0,1,1,1,1,0,0,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,2,2,-1,0,0,1,2,1,0,2,0,2,3014,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30800040,Imp (ADDED),0,0,[0|0|0],10000,308000,20,20,0,0,1,0,-1,5,8,5,8,3000,0.1,-1,-1,30,0,0,0,0,85,30,12,1,7,12,3,30,0,0,100,30,25,60,1,0,5,15,0,0,0,1,128,1,0,0,1,1,1,1,0,0,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,2,2,-1,0,0,1,2,1,0,2,0,2,3014,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30800110,Imp (ADDED),0,0,[0|0|0],10000,308000,20,20,0,0,1,0,-1,5,8,5,8,3000,0.1,-1,-1,30,0,0,0,0,85,30,12,1,7,12,3,30,0,0,100,30,25,60,1,0,5,15,0,0,0,1,128,1,0,0,1,1,1,1,0,0,0,0,0,[0|0|0],5,35,0,2,0,0,0,0,0,0,0,0,0,3,3,2,1,-1,0,0,1,1,1,0,1,0,2,3014,0,2,1,0,[0|0|0|0],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
