ID,getSoul
34715300,475
34715310,475
34715315,475
34715320,475
35100006,100
35100010,100
35100012,100
35100040,100
35100110,100
35100112,100
35100210,100
35100920,100
35101006,100
35101010,100
35101012,100
35101110,100
35101112,100
35101140,100
35101920,100
35102006,100
35102010,100
35102012,100
35102920,100
35103010,100
35103012,100
35103106,100
35103110,100
35104006,100
35104010,100
35104012,100
35104032,100
35104110,100
35500015,475
35500020,475
35500930,475
35600010,3750
35600020,3750
35600030,3750
35600040,3750
35600042,3750
35600050,3750
35600060,3750
35600070,3750
35600080,3750
35600110,3750
35600172,3750
35600900,3750
35600950,3750
35600972,3750
35700010,3750
35700020,3750
35700038,3750
35700050,3750
35700060,3750
35700070,3750
35700080,3750
35700110,3750
35700172,3750
35700950,3750
35709000,3750
36000000,475
36000010,475
36000012,475
36001000,475
36001010,475
36001920,475
36001933,475
36100000,100
36100010,100
36100011,100
36100020,100
36100030,100
36200000,100
36200015,100
36300000,100
36500000,100
36500010,100
36500012,100
36501000,100
36501033,100
36501100,100
36502000,100
36503000,100
36600000,100
36600010,100
36600014,100
36600030,100
36600100,100
36600110,100
36600114,100
36600600,100
36600612,100
36600700,100
36600800,100
36601000,100
36601010,100
36601020,100
36601070,100
36601200,100
36601212,100
36601300,100
36601333,100
36601400,100
36602000,100
36602010,100
36602070,100
36602100,100
36602110,100
36602200,100
36602233,100
36602300,100
36603000,100
36603010,100
36603020,100
36603100,100
36603110,100
36608000,100
36608033,100
36609000,100
36609006,100
36609010,100
36609012,100
36609020,100
36609022,100
36609040,100
36609052,100
36609100,100
36609114,100
36609120,100
36609130,100
36609140,100
36609142,100
36609152,100
36609162,100
36609165,100
36609170,100
36609200,100
36609500,100
36609510,100
36609520,100
36609800,100
36610010,100
36610012,100
36610020,100
36610030,100
36610033,100
36610039,100
36610040,100
36610054,100
36610140,100
36610700,100
36610710,100
36610812,100
36610820,100
36611012,100
36611030,100
36612010,100
36612020,100
36612030,100
36612032,100
36612035,100
36612040,100
36612050,100
36612132,100
36614010,100
36614020,100
36614024,100
36615010,100
36616010,100
36616020,100
36616030,100
36619040,100
36620012,100
36620020,100
36620034,100
36620054,100
36620140,100
36621140,100
36622040,100
36623054,100
36623154,100
36623254,100
36625068,100
36629000,100
36640012,100
36640035,100
36640040,100
36640920,100
36700000,475
36700010,475
36700020,475
36700042,475
36700100,475
36700110,475
36700120,475
36700134,475
36701000,475
36701010,475
36701020,475
36701021,475
36701038,475
36701042,475
36701100,475
36701110,475
36701120,475
36701121,475
36701138,475
36701200,475
36702000,475
36702010,475
36702038,475
36702100,475
36702110,475
36702138,475
36702151,475
36702200,475
36702210,475
36702238,475
36703000,475
36703010,475
36703034,475
36703038,475
36704000,475
36704020,475
36705000,475
36705050,475
36705060,475
36708000,475
36708020,475
36708100,475
36709000,475
36709100,475
36709120,475
36709920,475
37000030,475
37000033,475
37000040,475
37000092,475
37000093,475
37001030,475
37010000,475
37010010,475
37010020,475
37010033,475
37010040,475
37010050,475
37010830,475
37011000,475
37011010,475
37011020,475
37011030,475
37011930,475
37020021,100
37021020,100
37022030,100
37030033,100
37040025,475
37040105,475
37040200,475
37040800,475
37040940,475
37300000,475
37300020,475
37300040,475
37300100,475
37300112,475
37300120,475
37300200,475
37301000,475
37500000,100
37500010,100
37501000,100
37501010,100
37502000,100
37502010,100
38000000,475
38000030,475
38000042,475
38000080,475
38000100,475
38000920,475
38000940,475
38001000,475
38001020,475
38001042,475
38001100,475
38001142,475
38001940,475
38100000,475
38100010,475
38100020,475
38100932,475
38101000,475
38101010,475
38101056,475
38102000,475
38102010,475
38102020,475
38102056,475
38102932,475
38103000,475
38103010,475
38109000,475
38109040,475
38500000,100
38500012,100
38501000,100
38501012,100
38501100,100
38501200,100
38502000,100
38502012,100
38502100,100
38503000,100
38503100,100
38503110,100
38503120,100
38600000,100
38600020,100
38600032,100
38600100,100
38600132,100
38600140,100
38600200,100
38600500,100
38600532,100
38600540,100
38600550,100
38600600,100
38601000,100
38601032,100
38601100,100
38601132,100
38601140,100
38601200,100
38601500,100
38601540,100
38601550,100
39000000,475
39000010,475
39000020,475
39000060,475
39001000,475
39001010,475
39001032,475
39010000,475
39010010,475
39011000,475
39011010,475
39100000,475
39100050,475
39100100,475
39100200,475
39101000,475
39101050,475
39101100,475
39500000,100
39500100,100
39501000,100
39501100,100
39501200,100
39502000,100
39502100,100
39503000,100
39503100,100
39503200,100
39504000,100
39509000,100
39700000,475
39700010,475
39700020,475
39700100,475
39700110,475
39700120,475
39700200,475
39700210,475
39700220,475
39700300,475
39700310,475
39700400,475
39700500,475
39701000,475
39701010,475
39701020,475
39701100,475
39701110,475
39701125,475
39701130,475
39701200,475
39701910,475
39701942,475
39702000,475
39702010,475
39702100,475
39702200,475
39702210,475
39702300,475
39702310,475
39702320,475
39702330,475
39702340,475
39702942,475
39703000,475
39703010,475
39703020,475
39703030,475
39703040,475
39703050,475
39703060,475
39703100,475
39703110,475
39709000,475
39709010,475
40200003,475
40200010,475
40200022,475
40200031,475
40200035,475
40200040,475
40200056,475
40200100,475
40200130,475
40200920,475
40208000,475
40208100,475
40208200,475
40208300,475
40208400,475
40210000,2500
40210700,2500
40219000,2500
40900012,100
40900020,100
40900030,100
40900034,100
40900040,100
40900054,100
40900210,100
40900312,100
40909000,100
41010012,100
41010020,100
41100000,100
41100010,100
41100012,100
41100020,100
41100030,100
41100036,100
41109000,100
41109100,100
41200009,100
41200030,100
41200040,100
41200042,100
41200910,100
41300000,3750
41300012,3750
41300020,3750
41300030,3750
41300032,3750
41300100,3750
41301000,3750
41301010,3750
41301030,3750
41301932,3750
41400000,475
41400010,475
41400035,475
41400038,475
41400062,475
41401000,475
41401034,475
41402000,475
41402020,475
41402035,475
41402050,475
41402100,475
41402200,475
41402920,475
41402950,475
41403000,475
41403032,475
41403033,475
41403050,475
41403833,475
41403930,475
41404000,475
41404010,475
41404020,475
41404022,475
41404030,475
41404040,475
41409000,475
41800000,100
41800012,100
41800020,100
41800033,100
41800100,100
41800110,100
41800112,100
41800120,100
41800200,100
41800210,100
41800300,100
41800312,100
41801000,100
41801013,100
41809000,100
41810000,100
41810010,100
41810020,100
41810100,100
41810110,100
41900000,100
41900050,100
41900052,100
41901000,100
41901050,100
41901052,100
41902000,100
41902020,100
41902032,100
41902050,100
41902052,100
41902100,100
41902150,100
41902152,100
41902200,100
41902250,100
41902252,100
41903000,100
41903050,100
41903052,100
41903100,100
41903150,100
41903152,100
41903200,100
41903250,100
41903252,100
41904000,100
41904050,100
41904052,100
41904100,100
41904150,100
41904152,100
41904200,100
41904250,100
41904252,100
41905000,100
41905050,100
41905052,100
41905100,100
41905200,100
41905364,100
41906110,100
41907310,100
41908110,100
41909112,100
41920000,100
41920040,100
41920042,100
41921000,100
41921040,100
41921042,100
41922000,100
41922020,100
41922050,100
41922052,100
41922200,100
41922250,100
41922252,100
41923000,100
41923050,100
41923052,100
41923200,100
41923250,100
41923252,100
41924000,100
41924050,100
41924052,100
41924200,100
41924250,100
41924252,100
41925000,100
41925050,100
41925052,100
41925200,100
41925250,100
41927064,100
42000000,100
42000011,100
42000012,100
42000014,100
42000020,100
42000064,100
42000100,100
42000112,100
42000120,100
42000200,100
42000210,100
42000250,100
42001000,100
42001100,100
42001200,100
42001250,100
42010000,100
42010020,100
42010100,100
42010112,100
42010126,100
42010133,100
42010140,100
42010141,100
42010142,100
42011000,100
42011026,100
42011100,100
42011126,100
42011142,100
42017000,100
42017400,100
42017500,100
42017600,100
42017700,100
42017800,100
42018000,100
42018100,100
42018126,100
42100000,100
42100014,100
42100100,100
42100114,100
42100200,100
42100214,100
42101000,100
42101014,100
42101033,100
42101100,100
42101114,100
42101150,100
42101200,100
42101214,100
42101250,100
42102000,100
42103000,100
42104000,100
42104051,100
42104500,100
42105000,100
42105051,100
42105500,100
42200000,475
42200010,475
42200012,475
42200032,475
42200050,475
42300000,100
42300010,100
42300012,100
42300020,100
42300026,100
42300032,100
42300040,100
42300050,100
42300064,100
42300830,100
42400021,100
42400032,100
42400034,100
42400035,100
42400150,100
42400221,100
42405000,100
42405100,100
42405200,100
42405300,100
42405400,100
42405500,100
42405600,100
42405700,100
42405800,100
42406000,100
42406050,100
42406100,100
42406200,100
42406300,100
42406400,100
42407000,100
42407100,100
42407200,100
42407300,100
42407400,100
42407500,100
42407600,100
42407700,100
42407800,100
42408000,100
42408100,100
42408200,100
42408300,100
42408400,100
42408500,100
42408800,100
42410000,475
42410030,475
42410100,475
42600010,475
42600110,475
42600120,475
42600512,475
42600615,475
42600940,475
42601110,475
42601920,475
42601940,475
42602932,475
42604152,475
42700035,475
42700700,475
42800056,100
42800260,100
42800354,100
42800362,100
42800562,100
42801100,100
42810060,100
42900000,475
42900032,475
42900038,475
42900100,475
42900920,475
42901000,475
42909000,475
42909024,475
43000000,100
43000006,100
43000010,100
43000012,100
43000020,100
43000024,100
43000030,100
43000032,100
43000040,100
43000100,100
43000110,100
43000112,100
43000133,100
43000140,100
43000152,100
43000200,100
43000210,100
43000212,100
43000230,100
43000233,100
43000240,100
43000252,100
43000300,100
43000320,100
43000410,100
43000600,100
43000800,100
43000900,100
43001000,100
43001010,100
43001012,100
43001020,100
43001021,100
43001024,100
43001040,100
43001050,100
43001100,100
43001120,100
43001200,100
43001230,100
43001240,100
43001800,100
43001900,100
43002000,100
43002009,100
43002010,100
43002012,100
43002020,100
43002021,100
43002024,100
43002032,100
43002040,100
43002050,100
43002100,100
43002110,100
43002140,100
43002200,100
43002220,100
43002300,100
43002320,100
43002400,100
43002410,100
43002800,100
43002900,100
43003000,100
43003010,100
43003012,100
43003020,100
43003032,100
43003040,100
43003800,100
43003900,100
43004000,100
43004010,100
43004020,100
43004100,100
43004800,100
43004900,100
43005000,100
43005006,100
43005010,100
43005012,100
43005020,100
43005024,100
43005040,100
43005100,100
43005110,100
43005112,100
43005130,100
43005200,100
43005210,100
43005212,100
43005233,100
43006000,100
43006010,100
43006012,100
43006024,100
43006052,100
43006100,100
43006110,100
43006112,100
43006200,100
43006210,100
43006212,100
43006300,100
43006352,100
43006600,100
43006700,100
43006738,100
43006800,100
43007000,100
43007010,100
43007012,100
43007020,100
43007030,100
43007040,100
43007052,100
43007100,100
43007110,100
43007112,100
43007120,100
43007130,100
43007150,100
43009000,100
43009010,100
43009012,100
43009100,100
43009110,100
43009120,100
43009130,100
43009132,100
43009140,100
43009150,100
43009200,100
43009212,100
43009220,100
43009232,100
43009240,100
43009250,100
43009252,100
43009300,100
43009320,100
43009330,100
43009332,100
43009340,100
43009350,100
43009352,100
43009366,100
43009400,100
43110009,100
43110012,100
43110013,100
43110912,100
43110914,100
43111112,100
43111140,100
43111212,100
43111306,100
43111312,100
43111313,100
43111412,100
43112012,100
43112112,100
43112212,100
43112412,100
43113012,100
43113040,100
43113906,100
43114006,100
43114012,100
43114013,100
43114090,100
43130035,100
43130134,100
43130232,100
43130335,100
43130400,100
43130410,100
43130420,100
43130435,100
43130500,100
43130510,100
43130520,100
43130535,100
43131034,100
43131132,100
43133035,100
43133100,100
43133110,100
43133120,100
43133135,100
43134032,100
43134132,100
43134332,100
43135132,100
43137032,100
43140000,100
43140100,100
43140200,100
43140242,100
43140300,100
43140440,100
43140500,100
43141000,100
43141100,100
43141200,100
43141300,100
43141340,100
43141400,100
43141442,100
43142000,100
43142100,100
43143000,100
43143100,100
43143142,100
43150000,100
43150012,100
43150200,100
43150266,100
43150300,100
43151000,100
43151200,100
43151266,100
43151300,100
43152000,100
43153000,100
43210000,100
43210012,100
43210100,100
43210200,100
43211000,100
43211012,100
43211100,100
43211200,100
43212000,100
43212012,100
43212040,100
43212100,100
43212200,100
43400000,475
43400020,475
43400032,475
43400040,475
43400100,475
43400200,475
43400300,475
43400400,475
43400500,475
43400600,475
43400910,475
43400940,475
43401000,475
43401013,475
43401100,475
43401600,475
43401940,475
43408000,475
43410000,475
43411000,475
43510000,475
43510010,475
43510020,475
43510030,475
43510040,475
43510100,475
43510110,475
43511000,475
43511010,475
43511100,475
43511110,475
43511112,475
43511120,475
43512000,475
43512010,475
43520000,475
43520030,475
43521000,475
43521030,475
43521100,475
43521120,475
43522000,475
43529000,475
43530000,475
43530010,475
43530020,475
43530030,475
43530035,475
43530036,475
43530040,475
43530100,475
43530110,475
43530130,475
43530190,475
43530200,475
43530235,475
43530500,475
43530534,475
43531000,475
43531010,475
43531020,475
43531030,475
43531032,475
43531036,475
43531100,475
43531110,475
43531132,475
43531136,475
43531200,475
43531210,475
43531234,475
43531240,475
43531300,475
43531400,475
43531500,475
43532000,475
43532010,475
43532020,475
43532030,475
43532100,475
43540000,475
43540010,475
43540015,475
43540042,475
43540100,475
43540200,475
43540242,475
43541000,475
43541010,475
43541042,475
43541100,475
43541200,475
43542000,475
43542010,475
43542042,475
43542200,475
43550000,475
43550010,475
43550020,475
43550040,475
43551000,475
43551010,475
43551052,475
43551066,475
43551080,475
43551100,475
43551152,475
43552000,475
43552052,475
43560034,100
43560056,100
43620000,100
43620020,100
43620030,100
43620100,100
43640000,100
43640040,100
43640050,100
43640100,100
43650000,100
43650052,100
43650060,100
43680000,100
43680100,100
43710012,100
43710013,100
43710040,100
43710512,100
43710540,100
43711012,100
43711040,100
43711510,100
43711512,100
43711612,100
43711712,100
43711812,100
43712012,100
43712512,100
43712540,100
43713012,100
43713040,100
43714012,100
43714013,100
43714040,100
43716012,100
43716040,100
43717012,100
43730020,100
43730520,100
43731050,100
43731732,100
43732020,100
43732520,100
43734020,100
43734032,100
43734034,100
43734035,100
43734500,100
43734535,100
43736020,100
43740042,100
43742040,100
43742540,100
43746042,100
43770000,100
43770012,100
43770500,100
43771000,100
43771400,100
43771500,100
43771600,100
43771700,100
43771800,100
43772000,100
43772012,100
43772500,100
43772512,100
43773000,100
43776000,100
43777000,100
43779000,100
43820010,100
43820012,100
43820033,100
43821012,100
43821033,100
43822010,100
43823010,100
43823012,100
43823033,100
43827012,100
43830000,100
43831000,100
43850012,100
43850020,100
43850112,100
43850120,100
43850212,100
43850220,100
44200000,475
44200120,475
44201000,475
44202000,475
44203000,475
44204000,475
44204050,475
44205000,475
44205050,475
44410000,475
44410020,475
44500000,2500
44500012,2500
44500020,2500
44500050,2500
44500052,2500
44500066,2500
44501000,2500
44501020,2500
44600000,2500
44600010,2500
44600015,2500
44600020,2500
44600032,2500
44600036,2500
44600040,2500
44600840,2500
44601000,2500
44601010,2500
44601032,2500
44601040,2500
44601840,2500
44607000,2500
44607020,2500
44607032,2500
44607040,2500
44607100,2500
44607120,2500
44607132,2500
44607200,2500
44607220,2500
44607800,2500
44607840,2500
44608000,2500
44608032,2500
44608040,2500
44608600,2500
44608640,2500
44608700,2500
44608740,2500
44608800,2500
44608840,2500
44700020,475
44700034,475
44700938,475
44701000,475
44701100,475
44701938,475
44702000,475
44800010,475
44800012,475
44800034,475
44800040,475
44800054,475
44800064,475
44800120,475
44800130,475
44800140,475
44800220,475
44800410,475
44800912,475
44800930,475
44810010,100
44810012,100
44810020,100
44810030,100
44810032,100
44810040,100
44810054,100
44810064,100
44810120,100
44810130,100
44810210,100
44810220,100
44810410,100
44810500,100
44810540,100
44810912,100
44811012,100
44811210,100
44811410,100
44811430,100
44900011,100
44900014,100
44900021,100
44900024,100
44900032,100
44900033,100
44900034,100
44900035,100
44900038,100
44900050,100
44900124,100
44900320,100
44907000,100
44907100,100
44907200,100
44907300,100
44907400,100
44908100,100
44908300,100
44908400,100
44909000,100
44909040,100
44909100,100
44909132,100
44909200,100
44909850,100
45000042,475
45000072,475
45001072,475
45008000,475
45008024,475
45010040,475
45020920,475
45021920,475
45021922,475
45030000,3750
45030020,3750
45030050,3750
45040000,3750
45050080,475
45102030,3750
45500000,475
45500010,475
45500030,475
45500040,475
45501000,475
45501040,475
45502000,475
45502040,475
45503000,475
45503040,475
45504000,475
45504040,475
45505000,475
45505050,475
45506000,475
45506010,475
45506020,475
45506200,475
45506400,475
45506600,475
45508000,475
45508100,475
45600000,475
45600042,475
45601000,475
45609000,475
45610000,2500
45610010,2500
45800000,3750
45800010,3750
45800030,3750
45800100,3750
45802132,3750
45803000,3750
45803010,3750
45803020,3750
45803030,3750
45803040,3750
46000020,475
46000032,475
46000050,475
46000099,475
46001032,475
46001099,475
46008000,475
46008024,475
46010021,475
46010920,475
46018000,475
46020040,475
46030910,475
46030930,475
46200000,3750
46200020,3750
46200062,3750
46200952,3750
46201000,3750
46202000,3750
46202010,3750
46209000,3750
46209100,3750
46209152,3750
46209200,3750
46209300,3750
46300030,475
46300042,475
46300052,475
46300072,475
46300700,475
46300912,475
46400000,3750
46400007,3750
46400020,3750
46400032,3750
46400100,3750
46400700,3750
46400942,3750
46400950,3750
46410000,4375
46410010,4375
46500000,3750
46500100,3750
46500200,3750
46500210,3750
46500262,3750
46500265,3750
46500300,3750
46500352,3750
46500900,3750
46500960,3750
46600030,475
46600120,475
46600150,475
46600170,475
46600910,475
46601010,475
46601034,475
46601040,475
46601042,475
46601120,475
46601140,475
46700000,3750
46700065,3750
46700070,3750
46700100,3750
46700200,3750
46700300,3750
46700400,3750
46700964,3750
46705000,3750
46800032,3750
46801930,3750
46801940,3750
46900008,475
46900034,475
47500000,3750
47500014,3750
47500030,3750
47501000,3750
47509000,3750
47509010,3750
47700000,3750
47700020,3750
47700033,3750
47700034,3750
47700100,3750
47700165,3750
47700200,3750
47700250,3750
47701000,3750
47701034,3750
47701040,3750
47701100,3750
47701165,3750
47701200,3750
47701242,3750
47702000,3750
47702010,3750
47702034,3750
47702066,3750
47709900,3750
47709910,3750
48000000,3750
48000068,3750
48001000,3750
48001935,3750
48008000,3750
48009000,3750
48010000,100
48010010,100
48100012,475
48100040,475
48100150,475
48100920,475
48109990,475
48109991,475
48109992,475
48110000,475
48110040,475
48110042,475
48110052,475
48110054,475
48200000,475
48200100,475
48200130,475
48200134,475
48200138,475
48200820,475
48200920,475
48200930,475
48208000,475
48208100,475
49000010,4375
49000040,4375
49009000,4375
49010010,4375
49100026,2500
49100032,2500
49100940,2500
49110000,3750
49110052,3750
49500000,3750
49500010,3750
49500020,3750
49500032,3750
49800012,3750
49800030,3750
49800032,3750
49800033,3750
49801050,3750
49801052,3750
49801100,3750
49801110,3750
50100000,2500
50100001,2500
50100098,2500
50110000,3750
50110010,3750
50110020,3750
50110030,3750
50110040,3750
50110050,3750
50110090,3750
50400000,475
50400100,475
50400190,475
50400194,475
50400200,475
50400300,475
50400400,475
50400410,475
50400500,475
50400600,475
50400700,475
50700000,475
50700081,475
50701000,475
50701015,475
50701090,475
50701095,475
50800000,100
50800001,100
50800090,100
50800100,100
50800101,100
50800180,100
50800190,100
50800200,100
50800201,100
50800290,100
50800300,100
50800390,100
50800400,100
50801000,100
50801001,100
50801087,100
50801090,100
50801100,100
50801101,100
50801187,100
50801190,100
50801194,100
50801195,100
50801200,100
50801201,100
50801300,100
50801390,100
50801400,100
50802000,100
50802001,100
50802087,100
50802090,100
50802100,100
50803000,100
50803001,100
50804000,100
50804001,100
50810000,475
50810001,475
50810087,475
50810090,475
50810094,475
50810095,475
50810100,475
50810990,475
50811000,475
50811087,475
50900000,100
50900087,100
50900089,100
50900100,100
50900200,100
50900280,100
50900290,100
50900300,100
50900400,100
50900500,100
51100000,100
51100001,100
51100084,100
51100100,100
51100101,100
51100181,100
51100200,100
51100201,100
51100300,100
51100383,100
51100384,100
51108000,100
51108010,100
51600000,475
51600001,475
51600100,475
51600101,475
51600198,475
51600200,475
51600400,475
51601000,475
51601001,475
51601050,475
51601100,475
51601190,475
51601199,475
51601200,475
51602000,475
51602001,475
51602100,475
51602199,475
51602200,475
51602300,475
51900000,100
51900100,100
51901000,100
51901090,100
51902000,100
51902090,100
51903000,100
51903100,100
51920000,100
51920001,100
51930000,100
51930001,100
51930010,100
51930020,100
51930030,100
51930090,100
52100000,3750
52100001,3750
52100088,3750
52100094,3750
52400000,100
52400001,100
52400002,100
52400010,100
52400080,100
52400081,100
52400083,100
52400090,100
52400093,100
52400100,100
52400101,100
52400110,100
52400120,100
52400200,100
52400201,100
52400210,100
52400220,100
52400283,100
52400300,100
52400301,100
52400310,100
52400320,100
52400330,100
52400390,100
52400394,100
52400400,100
52400401,100
52400480,100
52400484,100
52400490,100
52400500,100
52400501,100
52400600,100
52400700,100
52400800,100
52400880,100
52400900,100
52400990,100
52401000,100
52401001,100
52401010,100
52401020,100
52401099,100
52401100,100
52401110,100
52401200,100
52401210,100
52401300,100
52401310,100
52401400,100
52401410,100
52401500,100
52401600,100
52401700,100
52401710,100
52401800,100
52401810,100
52401820,100
52402000,100
52402001,100
52402010,100
52402020,100
52402030,100
52402090,100
52402100,100
52402110,100
52402120,100
52402130,100
52402200,100
52402210,100
52402220,100
52402300,100
52402310,100
52402400,100
52402410,100
52402420,100
52402450,100
52402460,100
52402500,100
52402510,100
52402520,100
52402600,100
52403000,100
52403001,100
52403010,100
52403020,100
52403030,100
52403080,100
52403083,100
52403100,100
52403110,100
52403120,100
52403130,100
52403200,100
52403210,100
52403220,100
52403283,100
52403290,100
52403300,100
52403310,100
52403400,100
52403500,100
52403580,100
52404000,100
52404001,100
52404100,100
52404101,100
52404190,100
52404200,100
52404300,100
52404301,100
52404400,100
52404401,100
52404499,100
52404500,100
52404599,100
52404600,100
52404700,100
52404799,100
52405100,100
52405101,100
52405186,100
52405188,100
52405189,100
52405190,100
52405200,100
52405201,100
52405286,100
52405290,100
52405300,100
52406000,100
52406001,100
52406080,100
52406083,100
52406090,100
52406095,100
52406100,100
