ID,Name,hit0_Radius,hit1_Radius,hit2_Radius,hit3_Radius,knockbackDist,hitStopTime,spEffectId0,spEffectId1,spEffectId2,spEffectId3,spEffectId4,hit0_DmyPoly1,hit1_DmyPoly1,hit2_DmyPoly1,hit3_DmyPoly1,hit0_DmyPoly2,hit1_DmyPoly2,hit2_DmyPoly2,hit3_DmyPoly2,blowingCorrection,atkPhysCorrection,atkMagCorrection,atkFireCorrection,atkThunCorrection,atkStamCorrection,guardAtkRateCorrection,guardBreakCorrection,atkThrowEscapeCorrection,subCategory1,subCategory2,atkPhys,atkMag,atkFire,atkThun,atkStam,guardAtkRate,guardBreakRate,unknown_1,isEnableCalcDamageForBushesObj,atkThrowEscape,atkObj,guardStaminaCutRate,guardRate,throwTypeId,hit0_hitType,hit1_hitType,hit2_hitType,hit3_hitType,hti0_Priority,hti1_Priority,hti2_Priority,hti3_Priority,dmgLevel,mapHitType,guardCutCancelRate,atkAttribute,spAttribute,atkType,atkMaterial,guardRangeType,defSeMaterial1,hitSourceType,throwFlag,disableGuard,disableStaminaAttack,disableHitSpEffect,IgnoreNotifyMissSwingForAI,repeatHitSfx,isArrowAtk,isGhostAtk,isDisableNoDamage,atkPow_forSfx,atkDir_forSfx,opposeTarget,friendlyTarget,selfTarget,isCheckDoorPenetration,isVsRideAtk,isAddBaseAtk,excludeThreatLvNotify,unknown_2a,atkBehaviorId,atkPow_forSe,atkSuperArmor,decalId1,decalId2,AppearAiSoundId,HitAiSoundId,HitRumbleId,HitRumbleIdByNormal,HitRumbleIdByMiddle,HitRumbleIdByRoot,traceSfxId0,traceDmyIdHead0,traceDmyIdTail0,traceSfxId1,traceDmyIdHead1,traceDmyIdTail1,traceSfxId2,traceDmyIdHead2,traceDmyIdTail2,traceSfxId3,traceDmyIdHead3,traceDmyIdTail3,traceSfxId4,traceDmyIdHead4,traceDmyIdTail4,traceSfxId5,traceDmyIdHead5,traceDmyIdTail5,traceSfxId6,traceDmyIdHead6,traceDmyIdTail6,traceSfxId7,traceDmyIdHead7,traceDmyIdTail7,hit4_Radius,hit5_Radius,hit6_Radius,hit7_Radius,hit8_Radius,hit9_Radius,hit10_Radius,hit11_Radius,hit12_Radius,hit13_Radius,hit14_Radius,hit15_Radius,hit4_DmyPoly1,hit5_DmyPoly1,hit6_DmyPoly1,hit7_DmyPoly1,hit8_DmyPoly1,hit9_DmyPoly1,hit10_DmyPoly1,hit11_DmyPoly1,hit12_DmyPoly1,hit13_DmyPoly1,hit14_DmyPoly1,hit15_DmyPoly1,hit4_DmyPoly2,hit5_DmyPoly2,hit6_DmyPoly2,hit7_DmyPoly2,hit8_DmyPoly2,hit9_DmyPoly2,hit10_DmyPoly2,hit11_DmyPoly2,hit12_DmyPoly2,hit13_DmyPoly2,hit14_DmyPoly2,hit15_DmyPoly2,hit4_hitType,hit5_hitType,hit6_hitType,hit7_hitType,hit8_hitType,hit9_hitType,hit10_hitType,hit11_hitType,hit12_hitType,hit13_hitType,hit14_hitType,hit15_hitType,hti4_Priority,hti5_Priority,hti6_Priority,hti7_Priority,hti8_Priority,hti9_Priority,hti10_Priority,hti11_Priority,hti12_Priority,hti13_Priority,hti14_Priority,hti15_Priority,defSfxMaterial1,defSeMaterial2,defSfxMaterial2,atkDarkCorrection,atkDark,unknown_3a,isDisableParry,isDisableBothHandsAtkBonus,isInvalidatedByNoDamageInAir,unknown_4,dmgLevel_vsPlayer,statusAilmentAtkPowerCorrectRate,spEffectAtkPowerCorrectRate_byPoint,spEffectAtkPowerCorrectRate_byRate,spEffectAtkPowerCorrectRate_byDmg,atkBehaviorId_2,throwDamageAttribute,statusAilmentAtkPowerCorrectRate_byPoint,overwriteAttackElementCorrectId,decalBaseId1,decalBaseId2,wepRegainHpScale,atkRegainHp,regainableTimeScale,regainableHpRateScale,regainableSlotId,spAttributeVariationValue,parryForwardOffset,atkSuperArmorCorrection,defSfxMaterialVariationValue,spAttributeMixcraft,unknown_5,unknown_6,ultimateChargeCorrection,atkSa_JustGuard,reviveDamageCorrection,unknown_7,reviveDamage,unknown_8,subCategory3,subCategory4,subCategory5,unknown_9,pad7_old,
4730490,,0.9,0.8,0,0,7.2,0,-1,-1,-1,-1,-1,25,21,0,0,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,320,130,0,0,138,999,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,30,-1,-1,2100,2000,-1,-1,-1,-1,-1,-1,-1,401000,310,314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,1,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,4,0,0,0,0,100,0,100,18,100,0,20,-1,0,0,0,1,[0|0|0|0],
4730491,,0.9,0.8,0,0,7.2,0,-1,-1,-1,-1,-1,15,11,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,320,130,0,0,138,999,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,30,-1,-1,2100,2000,-1,-1,-1,-1,401000,300,304,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,1,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,4,0,0,0,0,100,0,100,18,100,0,20,-1,0,0,0,1,[0|0|0|0],
4730750,,0.9,0.8,0.9,0.8,7.2,0,-1,-1,-1,-1,-1,15,11,25,21,11,12,21,22,0,0,0,0,0,0,0,0,0,0,0,312,138,0,0,184,999,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,30,-1,-1,2120,2020,-1,-1,-1,-1,401000,300,304,401000,310,314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,1,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,4,0,0,0,0,100,0,100,18,100,0,20,-1,0,0,0,1,[0|0|0|0],
5000610,[DLC - Commander Gaius] Attack (ADDED),2,0.45,1.8,0,1.75,0,-1,-1,-1,-1,-1,14,12,14,0,91,13,500,0,0,0,0,0,0,0,0,0,0,0,0,300,150,0,0,150,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,60,-1,-1,2100,2010,-1,-1,-1,-1,401000,310,-1,401000,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,0,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5000660,[DLC - Commander Gaius] Attack (ADDED),0.65,0,1.65,0,1,0,-1,-1,-1,-1,-1,20,0,14,0,21,0,500,0,0,0,0,0,0,0,0,0,0,0,0,319,131,0,0,328,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,30,-1,-1,2100,2010,-1,-1,-1,-1,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,4,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5120421,[DLC - Bayle the Dread] Attack (ADDED),30,0,0,0,3.5,0,-1,-1,-1,-1,-1,8,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,105,105,249,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,11,3,6,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,80,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,1,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,8,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5140131,[DLC - Messmer: Base Serpent] Attack (ADDED),6,0,0,0,2.5,0,-1,-1,-1,-1,-1,40,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,270,0,108,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,11,3,6,0,139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,139,0,0,0,0,0,0,0,0,100,100,100,100,0,0,100,-1,-1,-1,100,0,1,1,-1,5,0,0,0,0,100,0,100,12,100,0,0,-1,0,0,0,1,[0|0|0|0],
5170120,[DLC - Furnace Golem] Attack (ADDED),3,3,0,0,2,0,-1,-1,-1,-1,-1,13,14,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,98,0,372,999,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50,-1,-1,2100,2010,-1,-1,-1,-1,-1,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,3,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5170125,[DLC - Furnace Golem] Attack (ADDED),3,3,0,0,2,0,-1,-1,-1,-1,-1,23,24,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,98,0,372,999,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50,-1,-1,2100,2010,-1,-1,-1,-1,-1,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,3,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5170140,[DLC - Furnace Golem] Attack (ADDED),3,3,0,0,2,0,-1,-1,-1,-1,-1,13,14,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,90,0,162,999,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50,-1,-1,2100,2010,-1,-1,-1,-1,-1,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,3,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5170145,[DLC - Furnace Golem] Attack (ADDED),3,3,0,0,2,0,-1,-1,-1,-1,-1,23,24,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,90,0,162,999,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50,-1,-1,2100,2010,-1,-1,-1,-1,-1,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,3,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5170150,[DLC - Furnace Golem] Attack (ADDED),3,3,0,0,2,0,-1,-1,-1,-1,-1,23,24,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,90,0,162,999,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50,-1,-1,2100,2010,-1,-1,-1,-1,-1,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,3,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5170155,[DLC - Furnace Golem] Attack (ADDED),3,3,0,0,2,0,-1,-1,-1,-1,-1,13,14,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,90,0,162,999,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50,-1,-1,2100,2010,-1,-1,-1,-1,-1,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,3,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5170170,[DLC - Furnace Golem] Attack (ADDED),3,3,0,0,2,0,-1,-1,-1,-1,-1,13,14,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,90,0,162,999,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50,-1,-1,2100,2010,-1,-1,-1,-1,-1,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,3,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5170175,[DLC - Furnace Golem] Attack (ADDED),3,3,0,0,2,0,-1,-1,-1,-1,-1,23,24,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,90,0,162,999,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50,-1,-1,2100,2010,-1,-1,-1,-1,-1,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,3,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5170200,[DLC - Furnace Golem] Bullet (ADDED),0.1,0.33,0,0,2,0,-1,-1,-1,-1,-1,10,12,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,135,999,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,11,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,5,0,0,0,0,100,0,100,0,100,0,0,-1,0,0,0,1,[0|0|0|0],
5170255,[DLC - Furnace Golem] Bullet (ADDED),0,0,0,0,0.5,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,145,999,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,11,3,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,1,0,0,500,500,500,500,0,0,500,-1,0,100,100,0,1,1,-1,0,0,0,0,0,100,0,100,0,100,0,0,-1,0,0,0,1,[0|0|0|0],
5170260,[DLC - Furnace Golem] Bullet (ADDED),0.1,0.33,0,0,0.5,0,-1,-1,-1,-1,-1,10,12,0,0,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,145,999,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,11,3,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,-1,-1,2100,2010,-1,-1,-1,-1,-1,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,5,0,0,0,0,100,0,100,0,100,0,0,-1,0,0,0,1,[0|0|0|0],
5220435,[DLC - Promised Consort Radahn] Attack (ADDED),0.85,0.95,0.85,0.95,1.8,0,-1,-1,-1,-1,-1,10,11,20,21,11,12,21,22,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,49,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,-1,-1,2100,2010,-1,-1,-1,-1,401000,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,164,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,0,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5220440,[DLC - Promised Consort Radahn] Attack (ADDED),2.5,0,0,0,1.8,0,-1,-1,-1,-1,-1,220,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,56,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,-1,-1,2100,2010,-1,-1,-1,-1,401000,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,0,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
5220441,[DLC - Promised Consort Radahn] Bullet (ADDED),0,0,0,0,1.8,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,13,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,-1,-1,2100,2010,-1,-1,-1,-1,401000,310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,450,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,-1,-1,100,0,1,1,-1,0,0,0,0,0,100,0,100,0,100,0,0,-1,0,0,0,1,[0|0|0|0],
5220850,[DLC - Promised Consort Radahn] Attack (ADDED),2.5,0,0,0,2,0,-1,-1,-1,-1,-1,220,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,75,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,-1,-1,2100,2010,-1,-1,-1,-1,401000,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,139,0,0,0,1,0,0,0,0,100,100,100,100,0,0,100,-1,0,100,100,0,1,1,-1,0,0,0,0,0,100,0,100,18,100,0,0,-1,0,0,0,1,[0|0|0|0],
